qC_l_hip_yaw	qC_l_hip_rol	qC_l_hip_pit	qC_l_kne	qC_l_ank	qC_r_hip_yaw	qC_r_hip_rol	qC_r_hip_pit	qC_r_kne	qC_r_ank	torso	qC_l_shd_pit	qC_l_shd_rol	qC_l_shd_yaw	qC_l_elb	qC_r_shd_pit	qC_r_shd_rol	qC_r_shd_yaw	qC_r_elb	qP_l_hip_yaw	qP_l_hip_rol	qP_l_hip_pit	qP_l_kne	qP_l_ank	qP_r_hip_yaw	qP_r_hip_rol	qP_r_hip_pit	qP_r_kne	qP_r_ank	torso	qP_l_shd_pit	qP_l_shd_rol	qP_l_shd_yaw	qP_l_elb	qP_r_shd_pit	qP_r_shd_rol	qP_r_shd_yaw	qP_r_elb	qV_l_hip_yaw	qV_l_hip_rol	qV_l_hip_pit	qV_l_kne	qV_l_ank	qV_r_hip_yaw	qV_r_hip_rol	qV_r_hip_pit	qV_r_kne	qV_r_ank	torso	qV_l_shd_pit	qV_l_shd_rol	qV_l_shd_yaw	qV_l_elb	qV_r_shd_pit	qV_r_shd_rol	qV_r_shd_yaw	qV_r_elb	rol	pit	yaw	rol_rate	pit_rate	yaw_rate	
0.242747	0.211496	0.053288	0.651601	0.034506	0.247545	0.287615	0.048865	0.653230	0.032630	0.246386	0.252065	0.244204	0.246329	0.253693	0.257546	0.250147	0.250646	0.254299	0.224643	0.163787	0.013274	0.613360	0.010784	0.230643	0.293263	0.025188	0.627741	0.004495	0.231478	0.230145	0.206564	0.227981	0.241976	0.230596	0.221499	0.235719	0.243641	0.590787	0.852688	0.302058	0.289507	0.626493	0.667991	0.477001	0.550219	0.542843	0.626493	0.441107	0.309893	0.492341	0.713096	0.782856	0.654665	0.536611	0.786731	0.968881	-0.047327	0.043121	0.160969	0.110565	0.263011	0.020435	
0.247921	0.216670	0.058462	0.656775	0.039680	0.252719	0.292790	0.054039	0.658405	0.037804	0.251560	0.257239	0.249379	0.251503	0.258867	0.262720	0.255321	0.255820	0.259473	0.229296	0.172351	0.016904	0.616540	0.016192	0.236804	0.297481	0.030454	0.632199	0.009683	0.237460	0.233709	0.210913	0.233007	0.248546	0.236685	0.226488	0.240564	0.251059	0.545061	0.868987	0.369225	0.312731	0.513805	0.664835	0.458407	0.599511	0.507240	0.535269	0.528052	0.407824	0.546002	0.767354	0.755727	0.737840	0.582223	0.275162	0.802233	-0.046536	0.045741	0.160639	0.065680	0.227828	-0.033352	
0.252845	0.221595	0.063386	0.661699	0.044604	0.257643	0.297714	0.058963	0.663329	0.042728	0.256484	0.262163	0.254303	0.256428	0.263791	0.267645	0.260245	0.260744	0.264397	0.234154	0.180328	0.021941	0.620551	0.020939	0.243017	0.302697	0.036386	0.636354	0.014986	0.242778	0.238090	0.216856	0.239547	0.253723	0.243519	0.231613	0.243924	0.256327	0.521987	0.866164	0.442006	0.358437	0.525879	0.633244	0.469000	0.567720	0.454583	0.591614	0.584348	0.552709	0.786135	0.747976	0.740225	0.815649	0.627835	0.457312	0.685968	-0.046016	0.047994	0.159863	0.048895	0.199634	-0.081339	
0.257515	0.226264	0.068056	0.666368	0.049274	0.262313	0.302383	0.063633	0.667998	0.047398	0.261153	0.266833	0.258972	0.261097	0.268461	0.272314	0.264915	0.265413	0.269066	0.238935	0.189788	0.027744	0.625185	0.025593	0.249204	0.307273	0.042854	0.640764	0.019587	0.246204	0.243886	0.222893	0.244301	0.257902	0.252218	0.236182	0.247769	0.260990	0.511539	0.841414	0.545499	0.420288	0.473559	0.630100	0.464330	0.626073	0.432505	0.450753	0.406408	0.564783	0.646616	0.554200	0.589080	0.764671	0.485633	0.577453	0.569702	-0.045905	0.049905	0.158653	-0.013326	0.164716	-0.150054	
0.261925	0.230674	0.072466	0.670778	0.053684	0.266723	0.306793	0.068043	0.672408	0.051808	0.265563	0.271243	0.263382	0.265507	0.272871	0.276724	0.269325	0.269823	0.273476	0.242565	0.197994	0.034468	0.631305	0.030142	0.253550	0.311415	0.048683	0.645110	0.023549	0.250959	0.249702	0.228992	0.249811	0.262776	0.259187	0.241181	0.254400	0.265774	0.440043	0.831438	0.622295	0.527642	0.449412	0.565827	0.419839	0.661548	0.441489	0.438679	0.379405	0.708327	0.740523	0.554200	0.674341	0.843821	0.579540	0.720847	0.604582	-0.046052	0.051312	0.156949	-0.031544	0.130396	-0.181410	
0.266071	0.234820	0.076612	0.674924	0.057830	0.270869	0.310939	0.072189	0.676554	0.055954	0.269710	0.275389	0.267528	0.269653	0.277017	0.280870	0.273471	0.273970	0.277622	0.247141	0.204437	0.041473	0.637984	0.034271	0.258203	0.315352	0.056072	0.649856	0.028045	0.255689	0.255949	0.235962	0.253687	0.267621	0.265979	0.246369	0.260032	0.270406	0.423774	0.753541	0.687614	0.628592	0.398434	0.491653	0.409589	0.679844	0.455451	0.480267	0.465932	0.704302	0.803575	0.321668	0.585204	0.774061	0.606370	0.472814	0.581329	-0.046479	0.052267	0.155141	-0.075511	0.066877	-0.197333	
0.269949	0.238698	0.080490	0.678803	0.061708	0.274747	0.314818	0.076067	0.680433	0.059832	0.273588	0.279267	0.271407	0.273531	0.280895	0.284748	0.277349	0.277848	0.281501	0.252152	0.211749	0.049169	0.645733	0.038568	0.262959	0.317960	0.061748	0.655017	0.032887	0.260010	0.261640	0.242827	0.257926	0.271981	0.271712	0.252333	0.265512	0.275009	0.469396	0.704347	0.739668	0.713184	0.458802	0.464531	0.343453	0.680910	0.496980	0.529903	0.453554	0.643933	0.788818	0.484440	0.589080	0.621127	0.735157	0.627835	0.643337	-0.047083	0.052707	0.153131	-0.049072	0.042335	-0.199232	
0.273556	0.242305	0.084096	0.682409	0.065315	0.278354	0.318424	0.079674	0.684039	0.063439	0.277194	0.282874	0.275013	0.277138	0.284502	0.288355	0.280956	0.281454	0.285107	0.257624	0.217987	0.058935	0.653659	0.043169	0.266103	0.321053	0.070440	0.660946	0.037478	0.264842	0.267823	0.249618	0.262044	0.276371	0.277329	0.258024	0.269993	0.279550	0.480824	0.691698	0.806491	0.772535	0.482950	0.409854	0.290016	0.670403	0.542275	0.482950	0.473326	0.727108	0.708327	0.546449	0.612333	0.591614	0.650641	0.499943	0.651088	-0.047764	0.052871	0.150940	-0.069205	0.022240	-0.229014	
0.276887	0.245636	0.087428	0.685741	0.068646	0.281685	0.321755	0.083005	0.687371	0.066770	0.280526	0.286205	0.278344	0.280469	0.287833	0.291686	0.284287	0.284786	0.288439	0.261152	0.223407	0.068088	0.661904	0.048629	0.270322	0.323482	0.076448	0.666714	0.042110	0.270518	0.274007	0.256305	0.267009	0.280943	0.282433	0.264134	0.274383	0.283880	0.475248	0.608539	0.859097	0.814855	0.466852	0.377069	0.285498	0.681432	0.573585	0.489657	0.520394	0.649299	0.685521	0.585204	0.658839	0.554051	0.715034	0.461187	0.600706	-0.048527	0.052674	0.148475	-0.085693	-0.043955	-0.255502	
0.279940	0.248689	0.090481	0.688793	0.071699	0.284738	0.324808	0.086058	0.690423	0.069823	0.283578	0.289258	0.281397	0.283522	0.290886	0.294739	0.287340	0.287838	0.291491	0.266674	0.228879	0.075579	0.669558	0.053052	0.273134	0.324761	0.080539	0.672402	0.046470	0.275247	0.278849	0.262457	0.271430	0.284940	0.286720	0.270685	0.277987	0.287059	0.465059	0.542146	0.846270	0.819539	0.453436	0.361921	0.208157	0.566808	0.589156	0.423923	0.512031	0.488316	0.511122	0.453436	0.538698	0.391726	0.572832	0.228656	0.348797	-0.049318	0.052219	0.145970	-0.066568	-0.040103	-0.259651	
0.282711	0.251460	0.093252	0.691564	0.074470	0.287509	0.327579	0.088829	0.693194	0.072594	0.286350	0.292029	0.284168	0.286293	0.293657	0.297510	0.290111	0.290610	0.294262	0.270662	0.232560	0.083888	0.677260	0.057486	0.276509	0.326064	0.084757	0.678618	0.049782	0.279542	0.283220	0.267100	0.276395	0.288664	0.289822	0.275390	0.281559	0.289966	0.444600	0.466545	0.820188	0.788418	0.480267	0.319063	0.136952	0.439042	0.601006	0.273672	0.472277	0.476242	0.607712	0.515445	0.565826	0.291111	0.544660	0.333295	0.364299	-0.049981	0.051616	0.143433	-0.060608	-0.057051	-0.280470	
0.285198	0.253947	0.095739	0.694051	0.076957	0.289996	0.330066	0.091316	0.695681	0.075081	0.288836	0.294516	0.286655	0.288780	0.296144	0.299997	0.292598	0.293096	0.296749	0.274600	0.236063	0.091481	0.684147	0.061678	0.279423	0.326601	0.089692	0.685234	0.052119	0.283965	0.287485	0.271869	0.279938	0.291601	0.292463	0.279709	0.284405	0.292691	0.422306	0.382745	0.838250	0.742333	0.387701	0.322126	0.104067	0.452539	0.591303	0.191838	0.456942	0.419898	0.456119	0.244158	0.379801	0.237450	0.331357	0.275162	0.325544	-0.050455	0.051038	0.141027	-0.034072	-0.040800	-0.217405	
0.287398	0.256147	0.097939	0.696251	0.079157	0.292196	0.332266	0.093516	0.697881	0.077281	0.291036	0.296716	0.288855	0.290980	0.298344	0.302197	0.294798	0.295297	0.298949	0.277386	0.237494	0.097106	0.689867	0.064539	0.282491	0.326831	0.094421	0.689979	0.054069	0.285883	0.290682	0.274720	0.283298	0.294628	0.294748	0.278619	0.285102	0.294931	0.358247	0.277699	0.710387	0.655254	0.254890	0.305491	0.046850	0.513600	0.543638	0.226718	0.343220	0.279038	0.260256	0.306166	0.360424	0.203912	-0.142202	0.019378	0.228656	-0.050875	0.050385	0.138836	-0.006907	-0.073287	-0.205932	
0.289309	0.258058	0.099850	0.698163	0.081068	0.294107	0.334177	0.095427	0.699793	0.079192	0.292948	0.298627	0.290766	0.292891	0.300255	0.304108	0.296709	0.297208	0.300860	0.280096	0.238773	0.104392	0.694533	0.066635	0.285227	0.327292	0.097413	0.693782	0.056500	0.288542	0.292526	0.277298	0.285690	0.297051	0.296561	0.278797	0.285859	0.297535	0.288465	0.147149	0.632696	0.544348	0.244158	0.298056	0.031820	0.408617	0.445722	0.261598	0.234174	0.179765	0.292453	0.209278	0.333295	0.171716	0.005366	0.209278	0.325544	-0.051054	0.049730	0.136262	0.026689	-0.004314	-0.286175	
0.290929	0.259679	0.101470	0.699783	0.082688	0.295727	0.335798	0.097047	0.701413	0.080812	0.294568	0.300247	0.292387	0.294512	0.301875	0.305729	0.298329	0.298828	0.302481	0.281400	0.238875	0.109863	0.698480	0.068742	0.287426	0.328672	0.100481	0.696643	0.059561	0.291610	0.293795	0.279551	0.287961	0.299200	0.297840	0.278440	0.288099	0.299654	0.218616	0.081501	0.650545	0.449333	0.218669	0.258939	0.078275	0.312273	0.377194	0.351480	0.281860	0.150251	0.190497	0.170523	0.375926	0.033538	0.021464	0.337171	0.368175	-0.051127	0.049362	0.133605	0.039667	-0.005348	-0.241806	
0.292257	0.261006	0.102798	0.701111	0.084016	0.297055	0.337126	0.098375	0.702741	0.082140	0.295896	0.301575	0.293715	0.295840	0.303203	0.307057	0.299657	0.300156	0.303809	0.283420	0.238594	0.113110	0.701165	0.070828	0.291031	0.330462	0.102015	0.698608	0.062443	0.293195	0.295377	0.280788	0.289596	0.301411	0.297756	0.279163	0.291914	0.301532	0.165817	0.004913	0.482742	0.345065	0.210620	0.275770	0.151548	0.253248	0.284732	0.264281	0.246592	0.197205	0.105981	0.135643	0.352673	0.009391	0.122079	0.344922	0.186025	-0.050810	0.049222	0.131627	0.087992	0.014285	-0.151920	
0.293291	0.262041	0.103832	0.702145	0.085050	0.298089	0.338160	0.099409	0.703775	0.083174	0.296930	0.302609	0.294749	0.296874	0.304237	0.308091	0.300691	0.301190	0.304843	0.286335	0.237699	0.115513	0.702906	0.072578	0.292871	0.330181	0.102449	0.699263	0.064392	0.294678	0.297442	0.281323	0.290928	0.303076	0.297913	0.279122	0.293852	0.302682	0.233898	-0.053091	0.320001	0.245242	0.166349	0.280994	0.101879	0.120087	0.130274	0.144885	0.159056	0.248183	0.069759	0.073635	0.248034	0.000000	-0.110005	-0.007751	0.155021	-0.050300	0.049455	0.130156	0.092778	0.022241	-0.112821	
0.294031	0.262780	0.104572	0.702884	0.085790	0.298829	0.338899	0.100149	0.704514	0.083914	0.297670	0.303349	0.295488	0.297613	0.304977	0.308830	0.301431	0.301930	0.305582	0.288840	0.236906	0.115334	0.703306	0.073762	0.294635	0.329823	0.102730	0.698848	0.065378	0.296109	0.299758	0.281385	0.291564	0.304347	0.298113	0.279625	0.294185	0.304196	0.273800	-0.081826	0.145282	0.103849	0.092565	0.196286	-0.023510	0.044111	0.017900	0.056344	0.149494	0.241475	0.018781	0.120141	0.186025	0.024147	0.126104	0.034880	0.085262	-0.049603	0.049939	0.129048	0.111917	0.066219	-0.096835	
0.294475	0.263224	0.105016	0.703328	0.086234	0.299273	0.339343	0.100593	0.704958	0.084358	0.298113	0.303793	0.295932	0.298057	0.305421	0.309274	0.301875	0.302373	0.306026	0.291525	0.235960	0.114056	0.703114	0.074601	0.296527	0.330130	0.102500	0.698193	0.065556	0.296621	0.301372	0.281354	0.292139	0.305104	0.298542	0.279499	0.294518	0.305468	0.264633	-0.084672	-0.045561	0.022400	0.085858	0.183504	-0.010323	0.009144	-0.046982	0.002683	0.111189	0.079150	0.001342	0.058133	0.096888	0.036221	0.044270	0.058133	0.143394	-0.048762	0.050701	0.128180	0.127236	0.071031	-0.063755	
0.294623	0.263372	0.105164	0.703476	0.086382	0.299421	0.339491	0.100741	0.705106	0.084506	0.298262	0.303941	0.296080	0.298205	0.305569	0.309422	0.302023	0.302522	0.306174	0.294235	0.235142	0.111730	0.702778	0.075345	0.297550	0.330027	0.101708	0.697729	0.065608	0.296774	0.300743	0.281343	0.292533	0.305377	0.298595	0.279446	0.294881	0.306346	0.275275	-0.090161	-0.162455	-0.024914	0.083175	0.155335	0.010902	-0.042078	-0.058225	0.000000	0.045665	-0.068418	-0.006708	0.000000	-0.007751	0.004025	-0.016098	0.034880	0.062008	-0.047746	0.051415	0.127302	0.140329	0.067968	-0.077090	
0.294475	0.263224	0.105016	0.703328	0.086234	0.299273	0.339343	0.100593	0.704958	0.084358	0.298113	0.303793	0.295932	0.298057	0.305421	0.309274	0.301875	0.302373	0.306026	0.295538	0.233966	0.109556	0.702571	0.075680	0.297729	0.330487	0.100941	0.697585	0.065661	0.296084	0.300471	0.281354	0.292715	0.305619	0.298658	0.279426	0.295063	0.306860	0.219999	-0.097784	-0.222066	-0.024728	0.013415	0.058334	0.013633	-0.075996	-0.036404	0.006708	-0.012725	0.013415	0.006708	0.000000	0.089137	0.020123	0.010732	0.000000	0.027129	-0.046685	0.052223	0.126608	0.125166	0.084492	-0.027947	
0.294031	0.262780	0.104572	0.702884	0.085790	0.298829	0.338899	0.100149	0.704514	0.083914	0.297670	0.303349	0.295488	0.297613	0.304977	0.308830	0.301431	0.301930	0.305582	0.296178	0.232611	0.106054	0.700781	0.075691	0.297448	0.330922	0.100199	0.697681	0.065734	0.293476	0.300051	0.281375	0.292806	0.305982	0.298899	0.279436	0.295093	0.307012	0.114600	-0.124558	-0.275600	-0.079777	0.016098	-0.000462	0.041877	-0.077217	-0.006874	0.005366	-0.144756	-0.050978	0.012074	0.003876	0.096888	0.017440	0.020123	-0.015502	0.000000	-0.045593	0.053037	0.126488	0.141004	0.076568	0.002444	
0.293291	0.262041	0.103832	0.702145	0.085050	0.298089	0.338160	0.099409	0.703775	0.083174	0.296930	0.302609	0.294749	0.296874	0.304237	0.308091	0.300691	0.301190	0.304843	0.296868	0.231256	0.103778	0.699567	0.075691	0.297039	0.331715	0.097745	0.697553	0.065786	0.291814	0.299465	0.281385	0.292836	0.305892	0.299014	0.279415	0.295093	0.307012	0.073190	-0.134742	-0.301450	-0.148969	-0.001342	-0.029007	0.057936	-0.137768	0.000738	0.012074	-0.216476	-0.085858	-0.006708	-0.042631	0.038755	-0.009391	-0.004025	0.054257	0.000000	-0.044438	0.053748	0.126820	0.122638	0.016458	0.066069	
0.292257	0.261007	0.102798	0.701111	0.084016	0.297055	0.337126	0.098375	0.702741	0.082140	0.295896	0.301575	0.293715	0.295840	0.303203	0.307057	0.299657	0.300156	0.303809	0.296740	0.230157	0.100813	0.698288	0.075691	0.296936	0.332661	0.094805	0.697569	0.065797	0.290485	0.298731	0.281375	0.292836	0.305801	0.299077	0.279415	0.295002	0.306982	0.039865	-0.128872	-0.267884	-0.132295	0.013415	-0.030404	0.083738	-0.263856	-0.005936	-0.020123	-0.163566	-0.084516	0.000000	0.000000	-0.015502	-0.016098	-0.002683	-0.038755	-0.011627	-0.043310	0.054242	0.127741	0.114377	0.026133	0.129082	
0.290929	0.259679	0.101470	0.699783	0.082688	0.295727	0.335798	0.097047	0.701413	0.080812	0.294568	0.300247	0.292387	0.294512	0.301875	0.305729	0.298329	0.298828	0.302481	0.296127	0.229339	0.097489	0.696435	0.075691	0.297039	0.333760	0.093475	0.697537	0.065807	0.289590	0.297924	0.281364	0.292775	0.305710	0.299077	0.279405	0.294942	0.306830	-0.026467	-0.103618	-0.317163	-0.149923	0.016098	-0.007079	0.100890	-0.239907	-0.001923	0.000000	-0.124052	-0.101956	-0.008049	-0.038755	-0.034880	-0.014757	0.013415	-0.038755	-0.023253	-0.042121	0.054516	0.129189	0.101435	-0.057937	0.166471	
0.289309	0.258058	0.099850	0.698163	0.081068	0.294107	0.334177	0.095427	0.699793	0.079192	0.292948	0.298627	0.290766	0.292891	0.300255	0.304108	0.296709	0.297208	0.300861	0.295615	0.228572	0.095546	0.694901	0.075680	0.296783	0.335243	0.091405	0.697314	0.065797	0.289462	0.296960	0.281343	0.292594	0.305256	0.299045	0.279331	0.294881	0.306558	-0.056860	-0.082519	-0.288812	-0.175230	0.000000	-0.002087	0.124907	-0.169822	-0.009460	-0.013415	-0.060097	-0.108664	-0.016098	-0.093013	-0.065884	-0.032197	-0.020123	-0.069759	-0.019378	-0.040935	0.054418	0.131147	0.090216	-0.057901	0.218230	
0.287398	0.256147	0.097939	0.696251	0.079157	0.292196	0.332266	0.093516	0.697881	0.077281	0.291037	0.296716	0.288855	0.290980	0.298344	0.302197	0.294798	0.295297	0.298949	0.294695	0.227805	0.092913	0.693702	0.075680	0.296067	0.336342	0.089564	0.697090	0.065797	0.289948	0.295775	0.281302	0.292503	0.304499	0.298993	0.279258	0.294639	0.306225	-0.068589	-0.071537	-0.233530	-0.148058	0.006708	-0.040026	0.128423	-0.200525	-0.022060	0.000000	0.006730	-0.100615	0.009391	-0.069759	-0.062008	-0.005366	0.002683	-0.069759	-0.085262	-0.039895	0.053929	0.133356	0.065051	-0.135784	0.207357	
0.285198	0.253947	0.095739	0.694051	0.076957	0.289996	0.330066	0.091316	0.695681	0.075081	0.288837	0.294516	0.286655	0.288780	0.296144	0.299997	0.292598	0.293097	0.296749	0.293365	0.227268	0.090791	0.692136	0.075680	0.294942	0.336035	0.088567	0.696435	0.065786	0.290204	0.294874	0.281176	0.292261	0.303681	0.298909	0.279174	0.294397	0.305831	-0.104095	-0.062703	-0.234301	-0.140455	0.013415	-0.087584	0.050570	-0.144604	-0.039822	-0.022806	0.035276	-0.084516	-0.020123	-0.065884	-0.096888	-0.002683	-0.028172	-0.054257	-0.065884	-0.038883	0.053074	0.135701	0.064683	-0.120781	0.233606	
0.282711	0.251460	0.093252	0.691565	0.074470	0.287509	0.327579	0.088829	0.693195	0.072594	0.286350	0.292029	0.284168	0.286293	0.293657	0.297510	0.290111	0.290610	0.294262	0.291243	0.226603	0.089512	0.690714	0.075680	0.293613	0.336419	0.087902	0.695268	0.065765	0.290050	0.294015	0.280819	0.291413	0.302410	0.298699	0.279090	0.293489	0.304802	-0.154128	-0.061126	-0.166657	-0.154334	0.025489	-0.122634	-0.004086	-0.082264	-0.081356	0.000000	0.015133	-0.107322	-0.041587	-0.205403	-0.174399	-0.057686	0.006708	-0.170523	-0.178274	-0.037988	0.051881	0.138199	0.050726	-0.173746	0.234078	
0.279940	0.248689	0.090481	0.688793	0.071699	0.284738	0.324808	0.086058	0.690423	0.069823	0.283579	0.289258	0.281397	0.283522	0.290886	0.294739	0.287340	0.287839	0.291491	0.289530	0.225862	0.087927	0.689692	0.075638	0.291900	0.338336	0.087595	0.693862	0.065713	0.289922	0.293187	0.280138	0.290323	0.300956	0.298301	0.279027	0.292368	0.303015	-0.193763	-0.070071	-0.143792	-0.131936	0.001342	-0.148797	0.096235	-0.056494	-0.127564	-0.018781	-0.011151	-0.055003	-0.107322	-0.251909	-0.213154	-0.052320	-0.024147	-0.201527	-0.317793	-0.037081	0.050283	0.140525	0.016860	-0.211353	0.220353	
0.276887	0.245636	0.087428	0.685741	0.068646	0.281685	0.321756	0.083005	0.687371	0.066770	0.280526	0.286205	0.278345	0.280469	0.287833	0.291686	0.284287	0.284786	0.288439	0.287690	0.224993	0.086163	0.688269	0.075617	0.289471	0.338745	0.087391	0.692632	0.065587	0.289181	0.292705	0.279132	0.288809	0.299140	0.297746	0.279038	0.290703	0.300896	-0.185621	-0.081951	-0.167495	-0.118961	0.006708	-0.195678	0.129218	-0.031187	-0.122720	-0.022806	-0.035580	-0.056344	-0.112688	-0.131768	-0.228656	-0.067076	-0.009391	-0.279038	-0.364299	-0.036290	0.048539	0.142888	0.020160	-0.220940	0.234151	
0.273556	0.242305	0.084097	0.682409	0.065315	0.278354	0.318424	0.079674	0.684039	0.063439	0.277195	0.282874	0.275013	0.277138	0.284502	0.288355	0.280956	0.281455	0.285107	0.284519	0.223842	0.084885	0.686016	0.075523	0.286608	0.339231	0.086777	0.690778	0.065273	0.287494	0.291939	0.277497	0.286084	0.296899	0.296970	0.278975	0.288826	0.298504	-0.234655	-0.098145	-0.161097	-0.170395	0.000000	-0.251761	0.053670	-0.036337	-0.134480	-0.081833	-0.106620	-0.107322	-0.215986	-0.282913	-0.337171	-0.089882	0.005366	-0.290664	-0.267411	-0.035466	0.046590	0.145296	0.008855	-0.227310	0.222840	
0.269949	0.238699	0.080490	0.678803	0.061708	0.274747	0.314818	0.076067	0.680433	0.059832	0.273588	0.279267	0.271407	0.273532	0.280895	0.284749	0.277349	0.277848	0.281501	0.281554	0.222692	0.083837	0.683700	0.075229	0.284409	0.339257	0.085754	0.688861	0.064770	0.285244	0.290242	0.275244	0.283419	0.294174	0.295807	0.278755	0.286555	0.295749	-0.307469	-0.113423	-0.126386	-0.201124	-0.042929	-0.228446	0.029717	-0.074008	-0.185718	-0.080492	-0.186284	-0.230743	-0.246841	-0.383677	-0.383677	-0.158300	-0.016098	-0.279038	-0.430183	-0.034640	0.044571	0.147642	0.027237	-0.237914	0.234105	
0.266071	0.234820	0.076612	0.674925	0.057830	0.270869	0.310940	0.072189	0.676555	0.055954	0.269710	0.275389	0.267528	0.269653	0.277017	0.280870	0.273471	0.273970	0.277623	0.277054	0.221158	0.082916	0.681383	0.074622	0.280216	0.339027	0.083683	0.686336	0.064130	0.284374	0.287255	0.272393	0.280755	0.290844	0.294004	0.278147	0.283709	0.291843	-0.363358	-0.130940	-0.103410	-0.233854	-0.053661	-0.294145	-0.002982	-0.140104	-0.217394	-0.065735	-0.173565	-0.364895	-0.348797	-0.372050	-0.496067	-0.256232	-0.093907	-0.399179	-0.519320	-0.033869	0.042543	0.149328	0.029244	-0.208986	0.127520	
0.261925	0.230674	0.072466	0.670778	0.053684	0.266723	0.306793	0.068043	0.672408	0.051808	0.265564	0.271243	0.263382	0.265507	0.272871	0.276724	0.269325	0.269824	0.273476	0.272452	0.218678	0.081203	0.678474	0.073028	0.276790	0.338362	0.081025	0.683396	0.063166	0.282176	0.284928	0.269102	0.277394	0.286635	0.291394	0.276952	0.280742	0.288270	-0.450419	-0.186742	-0.124683	-0.261068	-0.237450	-0.379063	-0.038081	-0.229477	-0.271191	-0.138177	-0.148669	-0.108664	-0.332699	-0.468938	-0.465063	-0.350139	-0.151593	-0.317793	-0.581329	-0.033131	0.040543	0.151130	-0.008190	-0.216905	0.172755	
0.257515	0.226264	0.068056	0.666368	0.049274	0.262313	0.302383	0.063633	0.667998	0.047398	0.261154	0.266833	0.258972	0.261097	0.268461	0.272314	0.264915	0.265414	0.269066	0.267646	0.216479	0.078263	0.676062	0.069738	0.272597	0.337007	0.079312	0.679673	0.061730	0.279977	0.284750	0.265560	0.273852	0.283759	0.287810	0.275149	0.277472	0.283789	-0.503686	-0.235637	-0.216183	-0.268548	-0.397092	-0.395876	-0.089237	-0.235758	-0.337359	-0.182448	-0.208585	0.000000	-0.383677	-0.418557	-0.480565	-0.461485	-0.232084	-0.375926	-0.732474	-0.032580	0.038681	0.152870	-0.008900	-0.187411	0.168474	
0.252845	0.221595	0.063386	0.661699	0.044605	0.257644	0.297714	0.058964	0.663329	0.042729	0.256484	0.262164	0.254303	0.256428	0.263792	0.267645	0.260246	0.260744	0.264397	0.263734	0.214485	0.075528	0.673185	0.065535	0.269734	0.334655	0.076985	0.675678	0.059278	0.277727	0.283356	0.261231	0.270097	0.279490	0.283796	0.272466	0.273536	0.279278	-0.446047	-0.219248	-0.282460	-0.274325	-0.453436	-0.362848	-0.167960	-0.198300	-0.377458	-0.315259	-0.234017	-0.198546	-0.477584	-0.503818	-0.740225	-0.332699	-0.320625	-0.480565	-0.759603	-0.032032	0.037040	0.154234	-0.005737	-0.161361	0.097005	
0.247921	0.216671	0.058462	0.656775	0.039680	0.252719	0.292790	0.054039	0.658405	0.037804	0.251560	0.257239	0.249379	0.251504	0.258867	0.262721	0.255321	0.255820	0.259473	0.259567	0.211672	0.070900	0.670197	0.060389	0.265771	0.332226	0.073125	0.671667	0.056039	0.274506	0.281364	0.256808	0.265949	0.274615	0.282538	0.268494	0.269721	0.275796	-0.411930	-0.229882	-0.354645	-0.287845	-0.543319	-0.346110	-0.225988	-0.297034	-0.395847	-0.366237	-0.261024	-0.197205	-0.454778	-0.403054	-0.720847	-0.063052	-0.474901	-0.364299	-0.720847	-0.031669	0.035594	0.155100	-0.022081	-0.139555	0.073711	
0.242747	0.211496	0.053288	0.651601	0.034506	0.247545	0.287616	0.048865	0.653231	0.032630	0.246386	0.252065	0.244205	0.246330	0.253693	0.257546	0.250147	0.250646	0.254299	0.254198	0.208988	0.065582	0.667065	0.055662	0.262626	0.329235	0.069290	0.667289	0.052581	0.271182	0.279237	0.252375	0.261953	0.270255	0.280840	0.263925	0.265149	0.271890	-0.485801	-0.277440	-0.479108	-0.308357	-0.419898	-0.357166	-0.241550	-0.381810	-0.415696	-0.385018	-0.324757	-0.270989	-0.511122	-0.317793	-0.627835	-0.319284	-0.478925	-0.399179	-0.589080	-0.031372	0.034407	0.155725	-0.025774	-0.113168	0.047815	
0.237328	0.206077	0.047869	0.646182	0.029087	0.242126	0.282197	0.043446	0.647812	0.027211	0.240967	0.246646	0.238786	0.240910	0.248274	0.252127	0.244728	0.245227	0.248880	0.249417	0.204949	0.060086	0.663087	0.051690	0.257820	0.325374	0.064739	0.662911	0.048242	0.265507	0.275097	0.247501	0.257744	0.265592	0.276512	0.259439	0.260183	0.267197	-0.504512	-0.298641	-0.556324	-0.361583	-0.406483	-0.388039	-0.336777	-0.419523	-0.439844	-0.501731	-0.396542	-0.460144	-0.527220	-0.457312	-0.775105	-0.427947	-0.461485	-0.406930	-0.484440	-0.031096	0.033520	0.156225	-0.006954	-0.081792	0.053740	
